,ArchiveDate,Adult_Child,HospitalName,0-6 Months,6-12 Months,12-18 Months,18 Months +,Total
217,30/03/2023,Child,Small Volume Hospitals,9,6,0,2,17
218,30/03/2023,Child,South Infirmary Victoria University Hospital,"1,595",531,223,223,"2,571"
219,30/03/2023,Child,St. Luke's General Hospital Kilkenny,424,9,2,2,437
220,30/03/2023,Child,Tallaght University Hospital,20,6,2,2,30
221,30/03/2023,Child,Tipperary University Hospital,406,91,14,0,510
222,30/03/2023,Child,University Hospital Kerry,641,248,92,150,"1,131"
223,30/03/2023,Child,University Hospital Limerick,"2,396",853,361,320,"3,930"
224,30/03/2023,Child,University Hospital Waterford,"2,050",645,350,248,"3,292"
225,30/03/2023,Child,Wexford General Hospital,617,268,2,2,888
226,27/04/2023,Adult,Bantry General Hospital,642,204,50,2,899
227,27/04/2023,Adult,Beaumont Hospital,"22,364","9,075",985,6,"32,431"
228,27/04/2023,Adult,Cavan General Hospital,"4,273","2,909",704,0,"7,887"
229,27/04/2023,Adult,Connolly Hospital Blanchardstown,"4,316",687,136,2,"5,142"
230,27/04/2023,Adult,Coombe Women and Infants University Hospital,"1,581",594,252,228,"2,655"
231,27/04/2023,Adult,Cork University Hospital,"12,997","6,672","4,343","7,829","31,841"
232,27/04/2023,Adult,Cork University Maternity Hospital,"1,910",124,17,2,"2,053"
233,27/04/2023,Adult,Croom Orthopaedic Hospital,"2,403","1,125",379,609,"4,516"
234,27/04/2023,Adult,Ennis Hospital,526,398,81,16,"1,022"
235,27/04/2023,Adult,Galway University Hospitals,"19,607","9,739","5,655","12,836","47,837"
236,27/04/2023,Adult,Letterkenny University Hospital,"7,403","2,925","1,440","3,661","15,430"
237,27/04/2023,Adult,Louth County Hospital,"1,881","1,047",245,7,"3,181"
238,27/04/2023,Adult,Mallow General Hospital,"2,223",839,238,164,"3,465"
239,27/04/2023,Adult,Mater Misericordiae University Hospital,"21,310","7,056","2,802","7,832","39,001"
240,27/04/2023,Adult,Mayo University Hospital,"4,339","1,799",728,"1,636","8,503"
241,27/04/2023,Adult,Mercy University Hospital,"2,872","1,245",578,"1,570","6,265"
242,27/04/2023,Adult,Midland Regional Hospital Mullingar,"4,152","2,676","1,365","1,494","9,688"
243,27/04/2023,Adult,Midland Regional Hospital Portlaoise,"2,082","1,160",670,505,"4,417"
244,27/04/2023,Adult,Midland Regional Hospital Tullamore,"7,344","3,545",802,653,"12,345"
245,27/04/2023,Adult,Naas General Hospital,"5,345","2,152",909,651,"9,058"
246,27/04/2023,Adult,National Maternity Hospital (Holles Street),"2,124",339,7,2,"2,472"
247,27/04/2023,Adult,National Orthopaedic Hospital Cappagh,"2,246","1,453",158,57,"3,914"
248,27/04/2023,Adult,Nenagh Hospital,317,238,47,28,630
249,27/04/2023,Adult,Our Lady of Lourdes Hospital Drogheda,"7,049","4,123",996,97,"12,265"
250,27/04/2023,Adult,Our Lady's Hospital Navan,"3,346","1,244",551,865,"6,006"
251,27/04/2023,Adult,Portiuncula University Hospital,"1,940",563,238,493,"3,235"
252,27/04/2023,Adult,Roscommon University Hospital,"3,027","1,425",638,957,"6,048"
253,27/04/2023,Adult,Rotunda Hospital,"2,843",114,0,0,"2,957"
254,27/04/2023,Adult,Royal Victoria Eye and Ear Hospital,"5,030","2,957","1,637","3,365","12,989"
255,27/04/2023,Adult,Sligo University Hospital,"7,487","3,512","1,512","2,518","15,029"
256,27/04/2023,Adult,South Infirmary Victoria University Hospital,"9,500","5,088","2,717","5,834","23,140"
257,27/04/2023,Adult,St. Columcille's Hospital,"2,077","1,977","1,289","2,858","8,202"
258,27/04/2023,Adult,St. James's Hospital,"14,711","4,836","1,787","2,276","23,610"
259,27/04/2023,Adult,St. John's Hospital Limerick,574,307,272,151,"1,304"
260,27/04/2023,Adult,St. Luke's General Hospital Kilkenny,"3,187","1,136",296,6,"4,626"
261,27/04/2023,Adult,St. Michael's Hospital,"2,623","1,015",233,188,"4,060"
262,27/04/2023,Adult,St. Vincent's University Hospital,"17,064","4,880","1,219",781,"23,944"
263,27/04/2023,Adult,Tallaght University Hospital,"12,335","9,117","5,150","8,445","35,048"
264,27/04/2023,Adult,Tipperary University Hospital,"2,160",824,306,164,"3,454"
265,27/04/2023,Adult,University Hospital Kerry,"5,256","2,254",772,407,"8,690"
266,27/04/2023,Adult,University Hospital Limerick,"13,118","6,128","3,446","3,275","25,967"
267,27/04/2023,Adult,University Hospital Waterford,"15,641","7,441","3,528","4,754","31,365"
268,27/04/2023,Adult,Wexford General Hospital,"2,579",856,152,2,"3,589"
269,27/04/2023,Child,Beaumont Hospital,66,12,2,0,80
270,27/04/2023,Child,Cavan General Hospital,"1,090",291,33,2,"1,416"
271,27/04/2023,Child,Children's Health Ireland,"20,442","10,825","5,466","6,368","43,101"
272,27/04/2023,Child,Coombe Women and Infants University Hospital,30,10,0,0,40
273,27/04/2023,Child,Cork University Hospital,"3,015","1,353",490,618,"5,475"
274,27/04/2023,Child,Cork University Maternity Hospital,49,7,0,0,56
275,27/04/2023,Child,Croom Orthopaedic Hospital,119,27,4,11,160
276,27/04/2023,Child,Ennis Hospital,47,5,2,2,56
277,27/04/2023,Child,Galway University Hospitals,"3,004","1,599",818,"1,162","6,584"
278,27/04/2023,Child,Letterkenny University Hospital,"1,164",277,204,372,"2,016"
279,27/04/2023,Child,Mallow General Hospital,207,63,2,2,274
280,27/04/2023,Child,Mayo University Hospital,759,220,103,174,"1,254"
281,27/04/2023,Child,Mercy University Hospital,278,73,18,4,373
282,27/04/2023,Child,Midland Regional Hospital Mullingar,886,319,192,131,"1,528"
283,27/04/2023,Child,Midland Regional Hospital Portlaoise,654,306,118,18,"1,096"
284,27/04/2023,Child,Midland Regional Hospital Tullamore,"1,011",474,128,88,"1,701"
285,27/04/2023,Child,National Maternity Hospital (Holles Street),55,21,2,0,78
286,27/04/2023,Child,National Orthopaedic Hospital Cappagh,217,100,13,7,337
287,27/04/2023,Child,Nenagh Hospital,18,4,0,0,22
288,27/04/2023,Child,Our Lady of Lourdes Hospital Drogheda,"2,254","1,385",484,104,"4,226"
289,27/04/2023,Child,Portiuncula University Hospital,468,22,10,34,534
290,27/04/2023,Child,Rotunda Hospital,29,6,0,0,35
291,27/04/2023,Child,Royal Victoria Eye and Ear Hospital,324,129,56,44,553
292,27/04/2023,Child,Sligo University Hospital,"1,298",558,126,126,"2,107"
293,27/04/2023,Child,Small Volume Hospitals,12,4,0,2,17
294,27/04/2023,Child,South Infirmary Victoria University Hospital,"1,674",542,214,229,"2,659"
295,27/04/2023,Child,St. Luke's General Hospital Kilkenny,419,15,7,2,443
296,27/04/2023,Child,Tallaght University Hospital,26,2,2,2,32
297,27/04/2023,Child,Tipperary University Hospital,399,93,9,0,500
298,27/04/2023,Child,University Hospital Kerry,656,220,96,139,"1,110"
299,27/04/2023,Child,University Hospital Limerick,"2,481",876,370,281,"4,008"
300,27/04/2023,Child,University Hospital Waterford,"2,026",683,329,251,"3,289"
301,27/04/2023,Child,Wexford General Hospital,651,260,15,0,927
302,25/05/2023,Adult,Bantry General Hospital,663,186,53,4,906
303,25/05/2023,Adult,Beaumont Hospital,"22,716","8,853","1,246",8,"32,823"
304,25/05/2023,Adult,Cavan General Hospital,"4,222","2,326",871,4,"7,423"
305,25/05/2023,Adult,Connolly Hospital Blanchardstown,"4,425",580,68,10,"5,083"
306,25/05/2023,Adult,Coombe Women and Infants University Hospital,"1,724",664,234,232,"2,854"
307,25/05/2023,Adult,Cork University Hospital,"13,173","6,614","4,328","7,615","31,731"
308,25/05/2023,Adult,Cork University Maternity Hospital,"1,949",152,21,2,"2,124"
309,25/05/2023,Adult,Croom Orthopaedic Hospital,"2,555","1,072",383,634,"4,644"
310,25/05/2023,Adult,Ennis Hospital,559,357,47,15,978
311,25/05/2023,Adult,Galway University Hospitals,"20,721","9,874","5,857","12,905","49,357"
312,25/05/2023,Adult,Letterkenny University Hospital,"7,296","2,678","1,443","3,620","15,037"
313,25/05/2023,Adult,Louth County Hospital,"1,870","1,008",214,2,"3,094"
314,25/05/2023,Adult,Mallow General Hospital,"2,325",862,240,139,"3,566"
315,25/05/2023,Adult,Mater Misericordiae University Hospital,"21,847","6,986","2,896","7,461","39,191"
316,25/05/2023,Adult,Mayo University Hospital,"4,437","1,900",814,"1,532","8,683"
317,25/05/2023,Adult,Mercy University Hospital,"2,967","1,230",545,"1,307","6,049"
318,25/05/2023,Adult,Midland Regional Hospital Mullingar,"4,171","2,565","1,407","1,521","9,664"
319,25/05/2023,Adult,Midland Regional Hospital Portlaoise,"2,057","1,214",597,496,"4,364"
320,25/05/2023,Adult,Midland Regional Hospital Tullamore,"7,279","3,142",743,457,"11,621"
321,25/05/2023,Adult,Naas General Hospital,"5,305","2,213",943,598,"9,059"
322,25/05/2023,Adult,National Maternity Hospital (Holles Street),"2,173",347,29,0,"2,549"
323,25/05/2023,Adult,National Orthopaedic Hospital Cappagh,"2,192","1,453",232,73,"3,950"
324,25/05/2023,Adult,Nenagh Hospital,370,254,55,27,706
325,25/05/2023,Adult,Our Lady of Lourdes Hospital Drogheda,"7,337","3,962","1,027",153,"12,480"
326,25/05/2023,Adult,Our Lady's Hospital Navan,"3,469","1,298",551,792,"6,110"
327,25/05/2023,Adult,Portiuncula University Hospital,"1,959",511,232,460,"3,162"
328,25/05/2023,Adult,Roscommon University Hospital,"2,926","1,397",671,937,"5,931"
329,25/05/2023,Adult,Rotunda Hospital,"2,926",68,0,0,"2,994"
330,25/05/2023,Adult,Royal Victoria Eye and Ear Hospital,"5,144","2,392","1,642","3,292","12,470"
331,25/05/2023,Adult,Sligo University Hospital,"7,855","3,525","1,524","2,445","15,349"
332,25/05/2023,Adult,South Infirmary Victoria University Hospital,"9,854","5,108","2,737","5,695","23,394"
333,25/05/2023,Adult,St. Columcille's Hospital,"2,323","1,975","1,392","2,913","8,603"
334,25/05/2023,Adult,St. James's Hospital,"15,145","4,839","1,815","2,327","24,127"
335,25/05/2023,Adult,St. John's Hospital Limerick,638,274,255,123,"1,290"
336,25/05/2023,Adult,St. Luke's General Hospital Kilkenny,"3,583","1,126",333,10,"5,052"
337,25/05/2023,Adult,St. Michael's Hospital,"2,722","1,050",261,203,"4,236"
338,25/05/2023,Adult,St. Vincent's University Hospital,"17,320","5,049","1,251",731,"24,352"
339,25/05/2023,Adult,Tallaght University Hospital,"12,953","8,834","5,180","8,380","35,347"
340,25/05/2023,Adult,Tipperary University Hospital,"2,194",788,314,161,"3,457"
341,25/05/2023,Adult,University Hospital Kerry,"5,593","2,072",831,391,"8,887"
342,25/05/2023,Adult,University Hospital Limerick,"13,486","6,075","3,413","2,981","25,956"
343,25/05/2023,Adult,University Hospital Waterford,"16,201","7,029","3,463","4,861","31,554"
344,25/05/2023,Adult,Wexford General Hospital,"2,769",820,169,4,"3,762"
345,25/05/2023,Child,Beaumont Hospital,67,11,0,0,79
346,25/05/2023,Child,Cavan General Hospital,"1,075",282,30,2,"1,389"
347,25/05/2023,Child,Children's Health Ireland,"21,230","10,013","5,569","6,471","43,282"
348,25/05/2023,Child,Coombe Women and Infants University Hospital,35,9,0,0,44
349,25/05/2023,Child,Cork University Hospital,"3,094","1,400",471,597,"5,562"
350,25/05/2023,Child,Cork University Maternity Hospital,48,7,0,0,55
351,25/05/2023,Child,Croom Orthopaedic Hospital,127,20,6,12,165
352,25/05/2023,Child,Ennis Hospital,54,4,0,2,59
353,25/05/2023,Child,Galway University Hospitals,"3,177","1,637",833,"1,096","6,743"
354,25/05/2023,Child,Letterkenny University Hospital,"1,045",285,198,370,"1,898"
355,25/05/2023,Child,Mallow General Hospital,238,68,2,0,307
356,25/05/2023,Child,Mayo University Hospital,797,230,115,164,"1,305"
357,25/05/2023,Child,Mercy University Hospital,280,73,6,4,363
358,25/05/2023,Child,Midland Regional Hospital Mullingar,893,300,189,129,"1,512"
359,25/05/2023,Child,Midland Regional Hospital Portlaoise,680,329,123,19,"1,150"
360,25/05/2023,Child,Midland Regional Hospital Tullamore,"1,015",432,137,82,"1,666"
361,25/05/2023,Child,National Maternity Hospital (Holles Street),56,20,2,0,78
362,25/05/2023,Child,National Orthopaedic Hospital Cappagh,261,104,14,7,386
363,25/05/2023,Child,Nenagh Hospital,20,4,0,0,23
364,25/05/2023,Child,Our Lady of Lourdes Hospital Drogheda,"2,295","1,375",516,66,"4,252"
365,25/05/2023,Child,Portiuncula University Hospital,490,20,15,42,567
366,25/05/2023,Child,Rotunda Hospital,35,2,0,0,37
367,25/05/2023,Child,Royal Victoria Eye and Ear Hospital,357,115,54,52,578
368,25/05/2023,Child,Sligo University Hospital,"1,339",534,171,130,"2,174"
369,25/05/2023,Child,Small Volume Hospitals,13,6,0,2,21
370,25/05/2023,Child,South Infirmary Victoria University Hospital,"1,704",551,228,236,"2,718"
371,25/05/2023,Child,St. Luke's General Hospital Kilkenny,445,18,6,2,471
372,25/05/2023,Child,Tallaght University Hospital,39,4,0,2,44
373,25/05/2023,Child,Tipperary University Hospital,382,102,4,0,488
374,25/05/2023,Child,University Hospital Kerry,675,207,100,133,"1,115"
375,25/05/2023,Child,University Hospital Limerick,"2,597",855,416,275,"4,143"
376,25/05/2023,Child,University Hospital Waterford,"2,127",657,255,250,"3,289"
377,25/05/2023,Child,Wexford General Hospital,640,277,34,0,951
378,29/06/2023,Adult,Bantry General Hospital,688,171,69,2,930
379,29/06/2023,Adult,Beaumont Hospital,"23,814","7,937","1,375",8,"33,135"
380,29/06/2023,Adult,Cavan General Hospital,"4,629","2,140",916,6,"7,692"
381,29/06/2023,Adult,Connolly Hospital Blanchardstown,"4,795",396,66,2,"5,260"
382,29/06/2023,Adult,Coombe Women and Infants University Hospital,"1,681",648,248,198,"2,775"
383,29/06/2023,Adult,Cork University Hospital,"13,057","6,404","4,382","7,290","31,134"
384,29/06/2023,Adult,Cork University Maternity Hospital,"2,194",145,15,2,"2,356"
385,29/06/2023,Adult,Croom Orthopaedic Hospital,"2,733",924,433,612,"4,702"
386,29/06/2023,Adult,Ennis Hospital,571,312,72,8,963
387,29/06/2023,Adult,Galway University Hospitals,"20,566","9,731","5,943","11,619","47,859"
388,29/06/2023,Adult,Letterkenny University Hospital,"7,441","2,626","1,553","3,292","14,913"
389,29/06/2023,Adult,Louth County Hospital,"1,897",732,134,0,"2,763"
390,29/06/2023,Adult,Mallow General Hospital,"2,364",844,219,133,"3,560"
391,29/06/2023,Adult,Mater Misericordiae University Hospital,"22,311","6,824","3,067","7,010","39,213"
392,29/06/2023,Adult,Mayo University Hospital,"4,209","1,865",901,"1,285","8,260"
393,29/06/2023,Adult,Mercy University Hospital,"3,148","1,169",600,"1,150","6,068"
394,29/06/2023,Adult,Midland Regional Hospital Mullingar,"4,320","2,117","1,342","1,367","9,146"
395,29/06/2023,Adult,Midland Regional Hospital Portlaoise,"1,998","1,106",655,472,"4,231"
396,29/06/2023,Adult,Midland Regional Hospital Tullamore,"7,880","2,964",693,190,"11,727"
397,29/06/2023,Adult,Naas General Hospital,"5,466","2,168","1,028",473,"9,135"
398,29/06/2023,Adult,National Maternity Hospital (Holles Street),"2,159",365,23,0,"2,547"
399,29/06/2023,Adult,National Orthopaedic Hospital Cappagh,"2,026","1,506",271,75,"3,878"
400,29/06/2023,Adult,Nenagh Hospital,425,242,94,29,790
401,29/06/2023,Adult,Our Lady of Lourdes Hospital Drogheda,"7,569","3,070",826,108,"11,574"
402,29/06/2023,Adult,Our Lady's Hospital Navan,"3,576","1,414",517,742,"6,249"
403,29/06/2023,Adult,Portiuncula University Hospital,"1,970",511,199,414,"3,095"
404,29/06/2023,Adult,Roscommon University Hospital,"3,468","1,386",724,629,"6,207"
405,29/06/2023,Adult,Rotunda Hospital,"3,126",48,0,0,"3,174"
406,29/06/2023,Adult,Royal Victoria Eye and Ear Hospital,"5,339","2,353","1,821","2,919","12,432"
407,29/06/2023,Adult,Sligo University Hospital,"8,292","3,259","1,737","2,487","15,775"
408,29/06/2023,Adult,South Infirmary Victoria University Hospital,"10,553","4,886","2,827","5,613","23,879"
409,29/06/2023,Adult,St. Columcille's Hospital,"2,403","1,802","1,535","3,004","8,745"
410,29/06/2023,Adult,St. James's Hospital,"15,974","5,072","2,023","2,298","25,367"
411,29/06/2023,Adult,St. John's Hospital Limerick,652,219,238,101,"1,210"
412,29/06/2023,Adult,St. Luke's General Hospital Kilkenny,"3,724","1,103",372,16,"5,216"
413,29/06/2023,Adult,St. Michael's Hospital,"2,709",942,279,218,"4,148"
414,29/06/2023,Adult,St. Vincent's University Hospital,"17,760","5,404","1,284",543,"24,992"
415,29/06/2023,Adult,Tallaght University Hospital,"13,397","8,359","5,230","8,077","35,064"
416,29/06/2023,Adult,Tipperary University Hospital,"2,273",644,291,137,"3,345"
417,29/06/2023,Adult,University Hospital Kerry,"5,615","1,840",841,416,"8,712"
418,29/06/2023,Adult,University Hospital Limerick,"13,889","5,717","3,016","2,304","24,927"
419,29/06/2023,Adult,University Hospital Waterford,"16,986","6,430","3,337","4,713","31,467"
420,29/06/2023,Adult,Wexford General Hospital,"2,958",782,199,2,"3,941"
421,29/06/2023,Child,Beaumont Hospital,65,15,0,0,79
422,29/06/2023,Child,Cavan General Hospital,"1,087",325,23,2,"1,437"
423,29/06/2023,Child,Children's Health Ireland,"21,266","10,028","5,223","6,115","42,632"
424,29/06/2023,Child,Coombe Women and Infants University Hospital,40,9,0,0,49
425,29/06/2023,Child,Cork University Hospital,"3,038","1,404",472,576,"5,491"
426,29/06/2023,Child,Cork University Maternity Hospital,47,0,0,0,47
427,29/06/2023,Child,Croom Orthopaedic Hospital,118,19,4,12,153
428,29/06/2023,Child,Ennis Hospital,61,2,2,2,66
429,29/06/2023,Child,Galway University Hospitals,"3,186","1,651",842,"1,052","6,730"
430,29/06/2023,Child,Letterkenny University Hospital,"1,069",299,198,349,"1,916"
431,29/06/2023,Child,Mallow General Hospital,263,72,2,0,337
432,29/06/2023,Child,Mayo University Hospital,861,235,121,159,"1,376"
433,29/06/2023,Child,Mercy University Hospital,278,73,5,4,360
434,29/06/2023,Child,Midland Regional Hospital Mullingar,883,248,187,127,"1,445"
435,29/06/2023,Child,Midland Regional Hospital Portlaoise,641,307,106,32,"1,086"
436,29/06/2023,Child,Midland Regional Hospital Tullamore,"1,001",403,95,49,"1,548"
437,29/06/2023,Child,National Maternity Hospital (Holles Street),55,20,2,0,76
438,29/06/2023,Child,National Orthopaedic Hospital Cappagh,240,111,25,2,378
439,29/06/2023,Child,Nenagh Hospital,28,2,2,0,31
440,29/06/2023,Child,Our Lady of Lourdes Hospital Drogheda,"2,247","1,098",522,28,"3,895"
441,29/06/2023,Child,Portiuncula University Hospital,465,18,14,31,528
442,29/06/2023,Child,Rotunda Hospital,39,2,0,0,41
443,29/06/2023,Child,Royal Victoria Eye and Ear Hospital,365,115,65,32,577
444,29/06/2023,Child,Sligo University Hospital,"1,442",460,168,141,"2,211"
445,29/06/2023,Child,Small Volume Hospitals,9,5,0,2,16
446,29/06/2023,Child,South Infirmary Victoria University Hospital,"1,808",531,239,240,"2,818"
447,29/06/2023,Child,St. Luke's General Hospital Kilkenny,438,17,5,2,463
448,29/06/2023,Child,Tallaght University Hospital,36,2,0,0,38
449,29/06/2023,Child,Tipperary University Hospital,349,89,5,0,443
450,29/06/2023,Child,University Hospital Kerry,712,211,102,97,"1,122"
451,29/06/2023,Child,University Hospital Limerick,"2,651",813,355,178,"3,997"
452,29/06/2023,Child,University Hospital Waterford,"2,210",661,232,236,"3,338"
453,29/06/2023,Child,Wexford General Hospital,614,289,38,0,941
454,27/07/2023,Adult,Bantry General Hospital,742,169,61,4,977
455,27/07/2023,Adult,Beaumont Hospital,"24,840","8,652","1,587",6,"35,086"
456,27/07/2023,Adult,Cavan General Hospital,"4,790","2,112",984,9,"7,896"
457,27/07/2023,Adult,Connolly Hospital Blanchardstown,"4,968",288,114,2,"5,373"
458,27/07/2023,Adult,Coombe Women and Infants University Hospital,"1,910",715,254,143,"3,022"
459,27/07/2023,Adult,Cork University Hospital,"13,519","6,389","4,349","7,052","31,309"
460,27/07/2023,Adult,Cork University Maternity Hospital,"2,400",78,12,0,"2,490"
461,27/07/2023,Adult,Croom Orthopaedic Hospital,"2,915",909,466,524,"4,814"
462,27/07/2023,Adult,Ennis Hospital,598,325,106,9,"1,039"
463,27/07/2023,Adult,Galway University Hospitals,"21,129","8,653","5,987","10,598","46,368"
464,27/07/2023,Adult,Letterkenny University Hospital,"7,165","2,285","1,524","2,792","13,767"
465,27/07/2023,Adult,Louth County Hospital,"1,853",602,95,0,"2,550"
466,27/07/2023,Adult,Mallow General Hospital,"2,283",947,236,141,"3,607"
467,27/07/2023,Adult,Mater Misericordiae University Hospital,"22,191","6,879","3,216","6,670","38,956"
468,27/07/2023,Adult,Mayo University Hospital,"4,251","1,889",984,"1,268","8,392"
469,27/07/2023,Adult,Mercy University Hospital,"3,280","1,110",615,"1,186","6,191"
470,27/07/2023,Adult,Midland Regional Hospital Mullingar,"4,458","1,940","1,456","1,324","9,179"
471,27/07/2023,Adult,Midland Regional Hospital Portlaoise,"2,066","1,063",671,514,"4,315"
472,27/07/2023,Adult,Midland Regional Hospital Tullamore,"8,538","2,829",717,52,"12,136"
473,27/07/2023,Adult,Naas General Hospital,"5,673","2,138","1,063",377,"9,252"
474,27/07/2023,Adult,National Maternity Hospital (Holles Street),"2,240",320,15,0,"2,575"
475,27/07/2023,Adult,National Orthopaedic Hospital Cappagh,"1,774","1,458",330,72,"3,634"
476,27/07/2023,Adult,Nenagh Hospital,436,236,120,25,817
477,27/07/2023,Adult,Our Lady of Lourdes Hospital Drogheda,"7,904","2,704",772,75,"11,456"
478,27/07/2023,Adult,Our Lady's Hospital Navan,"3,547","1,268",439,636,"5,890"
479,27/07/2023,Adult,Portiuncula University Hospital,"1,990",483,193,357,"3,024"
480,27/07/2023,Adult,Roscommon University Hospital,"3,435","1,306",776,475,"5,992"
481,27/07/2023,Adult,Rotunda Hospital,"3,263",79,2,0,"3,344"
482,27/07/2023,Adult,Royal Victoria Eye and Ear Hospital,"5,461","2,499","1,846","2,661","12,467"
483,27/07/2023,Adult,Sligo University Hospital,"8,621","2,934","1,757","2,398","15,711"
484,27/07/2023,Adult,South Infirmary Victoria University Hospital,"11,018","4,956","2,982","5,582","24,539"
485,27/07/2023,Adult,St. Columcille's Hospital,"2,206","1,659","1,598","3,115","8,579"
486,27/07/2023,Adult,St. James's Hospital,"16,879","4,679","2,163","2,257","25,978"
487,27/07/2023,Adult,St. John's Hospital Limerick,605,213,171,106,"1,095"
488,27/07/2023,Adult,St. Luke's General Hospital Kilkenny,"3,787","1,068",418,10,"5,284"
489,27/07/2023,Adult,St. Michael's Hospital,"2,774",851,288,220,"4,134"
490,27/07/2023,Adult,St. Vincent's University Hospital,"18,229","5,382","1,409",429,"25,450"
491,27/07/2023,Adult,Tallaght University Hospital,"13,483","7,955","5,380","7,577","34,395"
492,27/07/2023,Adult,Tipperary University Hospital,"2,404",637,289,123,"3,454"
493,27/07/2023,Adult,University Hospital Kerry,"6,175","1,641",814,345,"8,976"
494,27/07/2023,Adult,University Hospital Limerick,"14,505","5,554","3,072","2,007","25,139"
495,27/07/2023,Adult,University Hospital Waterford,"18,063","6,502","3,556","4,772","32,894"
496,27/07/2023,Adult,Wexford General Hospital,"2,986",750,223,18,"3,978"
497,27/07/2023,Child,Beaumont Hospital,61,16,0,0,77
498,27/07/2023,Child,Cavan General Hospital,"1,026",386,19,0,"1,430"
499,27/07/2023,Child,Children's Health Ireland,"21,211","10,250","5,472","5,676","42,609"
500,27/07/2023,Child,Coombe Women and Infants University Hospital,38,16,0,0,54
501,27/07/2023,Child,Cork University Hospital,"3,018","1,411",516,579,"5,524"
502,27/07/2023,Child,Cork University Maternity Hospital,43,0,0,0,43
503,27/07/2023,Child,Croom Orthopaedic Hospital,125,17,8,11,161
504,27/07/2023,Child,Ennis Hospital,61,4,0,0,65
505,27/07/2023,Child,Galway University Hospitals,"3,124","1,572",827,"1,025","6,548"
506,27/07/2023,Child,Letterkenny University Hospital,"1,037",309,199,315,"1,860"
507,27/07/2023,Child,Mallow General Hospital,264,99,5,0,368
508,27/07/2023,Child,Mayo University Hospital,848,224,121,116,"1,309"
509,27/07/2023,Child,Mercy University Hospital,307,76,6,4,393
510,27/07/2023,Child,Midland Regional Hospital Mullingar,865,248,177,123,"1,413"
511,27/07/2023,Child,Midland Regional Hospital Portlaoise,627,303,119,33,"1,083"
512,27/07/2023,Child,Midland Regional Hospital Tullamore,"1,081",412,90,14,"1,597"
513,27/07/2023,Child,National Maternity Hospital (Holles Street),54,19,0,0,73
514,27/07/2023,Child,National Orthopaedic Hospital Cappagh,265,114,38,8,425
515,27/07/2023,Child,Nenagh Hospital,29,2,2,0,33
516,27/07/2023,Child,Our Lady of Lourdes Hospital Drogheda,"2,223","1,164",571,22,"3,979"
517,27/07/2023,Child,Portiuncula University Hospital,445,18,15,25,502
518,27/07/2023,Child,Rotunda Hospital,38,2,0,0,40
519,27/07/2023,Child,Royal Victoria Eye and Ear Hospital,369,125,60,34,588
520,27/07/2023,Child,Sligo University Hospital,"1,411",436,157,152,"2,156"
521,27/07/2023,Child,Small Volume Hospitals,7,5,0,2,14
522,27/07/2023,Child,South Infirmary Victoria University Hospital,"1,790",526,268,222,"2,806"
523,27/07/2023,Child,St. Luke's General Hospital Kilkenny,405,16,4,2,427
524,27/07/2023,Child,Tallaght University Hospital,28,5,0,0,33
525,27/07/2023,Child,Tipperary University Hospital,341,68,11,0,421
526,27/07/2023,Child,University Hospital Kerry,702,221,113,88,"1,124"
527,27/07/2023,Child,University Hospital Limerick,"2,692",796,387,171,"4,046"
528,27/07/2023,Child,University Hospital Waterford,"2,223",726,242,238,"3,428"
529,27/07/2023,Child,Wexford General Hospital,638,287,69,0,993
530,31/08/2023,Adult,Bantry General Hospital,776,226,57,9,"1,068"
531,31/08/2023,Adult,Beaumont Hospital,"24,655","9,575","1,888",23,"36,141"
532,31/08/2023,Adult,Cavan General Hospital,"4,871","2,529",910,19,"8,329"
533,31/08/2023,Adult,Connolly Hospital Blanchardstown,"4,869",280,202,6,"5,357"
534,31/08/2023,Adult,Coombe Women and Infants University Hospital,"1,758",778,297,87,"2,920"
535,31/08/2023,Adult,Cork University Hospital,"13,691","6,569","4,217","7,135","31,613"
536,31/08/2023,Adult,Cork University Maternity Hospital,"2,544",131,13,2,"2,690"
537,31/08/2023,Adult,Croom Orthopaedic Hospital,"3,072",931,448,397,"4,848"
538,31/08/2023,Adult,Ennis Hospital,532,303,129,4,968
539,31/08/2023,Adult,Galway University Hospitals,"21,179","9,247","5,707","9,719","45,852"
540,31/08/2023,Adult,Letterkenny University Hospital,"7,196","2,224","1,463","2,575","13,459"
541,31/08/2023,Adult,Louth County Hospital,"1,763",590,21,0,"2,374"
542,31/08/2023,Adult,Mallow General Hospital,"2,193","1,063",227,164,"3,647"
543,31/08/2023,Adult,Mater Misericordiae University Hospital,"22,447","7,148","3,193","6,360","39,149"
544,31/08/2023,Adult,Mayo University Hospital,"4,041","1,951",950,"1,070","8,012"
545,31/08/2023,Adult,Mercy University Hospital,"3,021","1,163",609,"1,246","6,040"
546,31/08/2023,Adult,Midland Regional Hospital Mullingar,"4,282","2,066","1,432","1,507","9,287"
547,31/08/2023,Adult,Midland Regional Hospital Portlaoise,"2,136","1,078",622,507,"4,343"
548,31/08/2023,Adult,Midland Regional Hospital Tullamore,"8,710","2,939",502,2,"12,153"
549,31/08/2023,Adult,Naas General Hospital,"5,914","2,289","1,084",281,"9,568"
550,31/08/2023,Adult,National Maternity Hospital (Holles Street),"2,313",366,7,0,"2,686"
551,31/08/2023,Adult,National Orthopaedic Hospital Cappagh,"2,004","1,474",313,68,"3,859"
